Respondent ID,Collector ID,Start Date,End Date,IP Address,Do you give your consent to participate inÂ the following study?,"Where is your local port (City, State)?","When you go out on your boat, about how long do you typically go out for?",,Do you use your boat year round?,,Do you have depth sounding equipment or a fish finder?,,Do you have a GPS on your vessel?,,Do you have an AIS unit?,,What do you use for navigation?Â (select all that apply),,,,,,Do you pay for your navigation service?,,"If you have a smartphone or tablet, do you always have it on the boat with you?",Would you be willing to share location information from your phone/tablet or other navigation system?,What would you prefer?,What method of data delivery would you be most likely to use?,Would you be willing to slightly detourÂ toÂ collect data if a site of interest showed up along your route?,"Would you beÂ willing toÂ go to locations where data is needed, even if they were out of your way?",What is the maximum distanceÂ you would be willing to travel out of the way to collect data?,,What sort of incentives would motivate you to collect this crowd-sourced data? (select all that apply),,,,,,,,,"Of these listed, which incentive would most interest you? (Insert Number)","Would you be willing to pay a small fee, if in exchange youÂ received new hardware, local seafloor data, or the incentive of your choice?","Of these, for which wouldÂ you most likely pay a small fee?",,"Do you have any concerns about participating in this crowd data collection? If so, please provide a description of your concerns so that we can address them."
6198690246,153009003,05/15/2017 04:59:22 PM,05/15/2017 05:04:08 PM,50.205.119.2,Yes,"Centerville, MA",A few hours,,No,May - Oct,Yes,Raymarine CP570 and Airmar M265HL (CHIRP),Yes,Raymarine eS series,No,,Phone or Tablet Application,,,GPS Chart Plotter,,Navionics,Yes,99 per year,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Automatic upload from smartphone or other unit,Yes,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,(8) Small monetary rewards for certain tasks,,8,Yes,New hardware,money,
6197527533,153009003,05/15/2017 07:22:07 AM,05/15/2017 07:26:45 AM,205.156.36.1,Yes,"Kodiak, AK",Overnight trips,,Yes,,Yes,Simrad EK60,Yes,Furuno,Yes,Sperry,,,Paper Charts,GPS Chart Plotter,,TRANSAS ECDIS,No,"~7,000-10,000 a year",Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,No,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,1,No,,,This should also be focused on common commercial fishing areas with poor to non existent sea-floor data
6185663419,153009003,05/07/2017 02:08:46 PM,05/07/2017 02:20:51 PM,148.75.163.143,Yes,"Norwalk, CT",A few hours,,No,May - Oct.,Yes,,Yes,Standard Horizon,No,,,,Paper Charts,GPS Chart Plotter,,Standard Horizon w/ CMap,Yes,CMap $68. per year for chip,I don't have a smartphone/tablet,No,"Or, an option to switch between background collectionÂ and active participation",Mail in thumb drive,It would depend on the situation.,Yes,2 nm,"depends on ""mission of the day"" (the reason for being out on the water on any given day.",(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,1&2,Yes,New hardware,,Availability and usability of new data
6179863714,153009003,05/03/2017 09:59:24 AM,05/03/2017 10:05:05 AM,73.218.40.190,Yes,"Gloucester, MA",A few hours,,No,,No,,No,,No,,,,,,None of the Above,,No,,No,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,1Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,"(6) The chance to become ""Citizen Hydrographer of the Month"" complete with a letter of recognition","(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,,4,Yes,New hardware,,
6177824898,153009003,05/02/2017 09:00:23 AM,05/02/2017 09:10:18 AM,24.250.35.127,Yes,"Woods Hole, MA",A few hours,,No,May - October,Yes,Norcross Marine D10D Hawkeye Digital Depth Sounder,No,I use my Samsung Galaxy S7,No,,Phone or Tablet Application,,,,,Navionics,Yes,One time $9.99,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,It would depend on the situation.,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,I would appreciate if crowd sourced data made its way into navionics updates,2,Yes,New hardware,,
6176466868,153009003,05/01/2017 01:37:10 PM,05/01/2017 01:42:31 PM,132.177.103.226,Yes,"Forked River, New Jersey",An entire day,,No,May - September,Yes,Garmin,Yes,Garmin,No,,Phone or Tablet Application,,Paper Charts,,,Google Maps,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,Yes,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,"(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,,7,Yes,New hardware,,
6163120751,153009003,04/21/2017 07:54:40 AM,04/21/2017 07:57:11 AM,68.134.209.185,Yes,"Annapolis, Maryland",A few hours,,Yes,,No,,Yes,,No,,Phone or Tablet Application,,Paper Charts,,,,Yes,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,More,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,(1),Yes,New hardware,,
6156719254,153009003,04/17/2017 12:35:35 PM,04/17/2017 12:40:29 PM,76.175.78.213,Yes,"marina del rey, ca",A few hours,,Yes,,Yes,raymarine,Yes,garmin,No,,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,(4) A social network of mariners working together for science and safety of navigation,,,,,,1,Yes,Updated data for your local area,,
6155114377,153009003,04/14/2017 08:27:50 PM,04/14/2017 08:34:38 PM,200.123.213.198,Yes,"Honolulu, Hawaii",Other (please specify),Currently cruising the Caribbean,Yes,,Yes,Depth sounder,Yes,Garmin,Yes,B,Phone or Tablet Application,,,GPS Chart Plotter,,"Garmin blue charts, active captain, garmin chart plotter (2)",No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,Yes,Yes,More,Cruising bait can go wherever ,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,2,Yes,New hardware,,
6154997805,153009003,04/14/2017 05:26:10 PM,04/14/2017 05:36:45 PM,107.77.216.84,Yes,"Stockton, California ",Other (please specify),We are cruising long term. We left California over two years ago and ate presently on the East Coast of the US.,Yes,,Yes,Raymarine Tridata ,Yes,Raymarine chartplotter,No,,Phone or Tablet Application,,,GPS Chart Plotter,,Raymarine and MX Mariner.,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Manual upload from smartphone or other unit,Yes,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,2,No,,,No.
6154911437,153009003,04/14/2017 03:48:55 PM,04/14/2017 03:58:11 PM,193.222.161.6,Yes,"Geneva, Switzerland",A few hours,,Yes,,No,,Yes,,No,,Phone or Tablet Application,,,,,,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Automatic upload from smartphone or other unit,Yes,Yes,2 nm,,,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,"(6) The chance to become ""Citizen Hydrographer of the Month"" complete with a letter of recognition",,,Would like to test your application on our lake as the lakefloor hydrograph is about 100 yeasr olld...,Cloud-Hydrographing would fnaly yield a map of Lake Geneva,Yes,New hardware,,"Not at all, for the safety of our sailors, a croud scan of my lake would be really a technological breakthrough as the current data is proprietary and restricted. No detailed maps exist, current is based on fisherman's anecdotes and groundings... please contact me if interested: yorick.klipfel@sunrise.ch or www.acvl.ch"
6154484611,153009003,04/13/2017 05:33:21 AM,04/14/2017 08:30:52 AM,69.1.4.124,Yes,"Charleston, SC",A few hours,,Yes,,Yes,,Yes,,No,,,,Paper Charts,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,Yes,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,(8) Small monetary rewards for certain tasks,,1,Yes,New hardware,,
6154372562,153009003,04/14/2017 05:00:39 AM,04/14/2017 05:05:12 AM,220.253.231.30,Yes,San Diego,A few hours,,Yes,,No,,Yes,,Yes,,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,1,Yes,Updated data for your local area,,
6153664814,153009003,04/13/2017 01:17:16 PM,04/13/2017 01:44:23 PM,64.119.199.38,Yes,"Bridgetown, Barbados",Overnight trips,,Yes,,Yes,,Yes,,Yes,,Phone or Tablet Application,,Paper Charts,GPS Chart Plotter,,,No,,Yes,Yes,For the data collection to occur in the backgroud,Automatic upload from smartphone or other unit,Yes,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,(4) A social network of mariners working together for science and safety of navigation,,,,,,4,No,,,
6153592149,153009003,04/13/2017 12:51:22 PM,04/13/2017 12:59:50 PM,24.5.61.65,Yes,Sidney BC Canada,Other (please specify),Weeks or months at a time,No,April thru October,Yes,Furuno,Yes,"multiple - furuno, airmar",Yes,B Transciever,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,"Nobeltec, Navionics",No,,Yes,Yes,For the data collection to occur in the backgroud,Mail in thumb drive,It would depend on the situation.,Yes,,It would depend on the circumstances - we tend to be in remote areas already,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive",,,,,3,Yes,New hardware,,Not real concerns
6153532869,153009003,04/13/2017 12:11:56 PM,04/13/2017 12:20:37 PM,68.9.177.82,Yes,Newport ri,Other (please specify),All of above,No,May October ,Yes,B&g,Yes,B&g,Yes,B&g,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,Navionics c- map B&g ,Yes,100/yr,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,No,,,,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,,No,,,Why is this necessary?  Navionics has been doing this for several years. The information is very accurate and updated weekly. All at a minimal cost 
6153394827,153009003,04/13/2017 10:43:42 AM,04/13/2017 10:56:08 AM,45.55.82.110,Yes,"Alameda, California",An entire day,,Yes,,Yes,B&G,Yes,B&G,No,,,,,,None of the Above,,No,,Yes,Yes,For the data collection to occur in the backgroud,Automatic upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,3,Yes,Updated data for your local area,,
6153353484,153009003,04/13/2017 10:18:49 AM,04/13/2017 10:25:59 AM,74.83.46.14,Yes,port washington ny,A few hours,,No,,No,,No,,No,,,,Paper Charts,,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,It would depend on the situation.,Yes,More,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,3,Yes,New hardware,,
6153127580,153009003,04/13/2017 07:28:22 AM,04/13/2017 07:31:41 AM,90.31.103.253,Yes,"Fort Lauderdale, Florida",Overnight trips,,Yes,,Yes,,Yes,,No,,,,,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,It would depend on the situation.,No,,,,,,,,"(6) The chance to become ""Citizen Hydrographer of the Month"" complete with a letter of recognition",,,,6,Yes,Updated data for your local area,,
6152935217,153009003,04/13/2017 02:45:57 AM,04/13/2017 02:54:51 AM,71.121.165.81,Yes,"Annapolis, MD",A few hours,,No,April through November,Yes,Raymarine wireless,Yes,Garmin 76 handheld,No,,Phone or Tablet Application,,Paper Charts,,,Navionics App,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,3,No,,,
6152809666,153009003,04/12/2017 10:48:57 PM,04/12/2017 10:56:26 PM,38.87.237.254,Yes,"Crystal River, Florida",Other (please specify),Transatlantic crossings and east coastal cruising,Yes,,Yes,Furuno (Airmar Tri),Yes,Furuno,Yes,B,,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,"Furuno NavNet VX2, OpenCPN",No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,Yes,More,Rerouting as required based on weather windows,,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,Updated current electronic charts,Updated current electronic charts,Yes,New hardware,,Involuntary tracking of the vessels location
6152795112,153009003,04/12/2017 10:28:51 PM,04/12/2017 10:35:29 PM,172.58.224.89,Yes,Newport RI,A few hours,,No,May-October,No,,Yes,Garmin,No,,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,"Avionics on I Pad, Garmin",No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,Yes,More,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,2,No,,,No
6152723297,153009003,04/12/2017 09:04:22 PM,04/12/2017 09:09:24 PM,68.9.177.82,Yes,"Jamestown, RI",Other (please specify),All of the above,Yes,,Yes,B&B,Yes,B&B,Yes,Send and Receive A,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,B&B/Navionics/CMap/Explorer/Imray,No,,Yes,No,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,Free sonar,Other,Yes,,I already use crowd sourced Navionics - would contribute to that,Privacy
6152717716,153009003,04/12/2017 08:59:18 PM,04/12/2017 09:04:38 PM,73.100.65.72,Yes,"Osterville, MA",An entire day,,No,April to October,Yes,Simrad,Yes,Simrad,Yes,Not sure,Phone or Tablet Application,,,GPS Chart Plotter,,,Yes,25/yr,Yes,Yes,For the data collection to occur in the backgroud,Automatic upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,1,Yes,Updated data for your local area,,
6152453863,153009003,04/12/2017 04:58:39 PM,04/12/2017 05:10:30 PM,98.125.226.173,Yes,"Astoria, Oregon",Other (please specify),Months,No,Six months,Yes,Furuno,Yes,Furuno,Yes,Comar,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,,Yes,,Yes,Yes,For the data collection to occur in the backgroud,Manual upload from smartphone or other unit,No,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,,No,,,Spend Six months of year in Mexican waters.
6152346874,153009003,04/12/2017 03:51:10 PM,04/12/2017 04:02:01 PM,98.203.25.117,Yes,"Fort Lauderdale, FL",Overnight trips,,Yes,,Yes,,Yes,,No,,,,,GPS Chart Plotter,,,Yes,$90 / year for annually updated chart chip,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,3,Yes,New hardware,,
6152187526,153009003,04/12/2017 02:08:45 PM,04/12/2017 02:45:03 PM,107.77.216.10,Yes,St. Augustine Florida,Overnight trips,,Yes,,Yes,Depth sounder is Brooks and Gatehouse Hornet. No fishfinder,Yes,Furuno GP-32,Yes,Receive only.,Phone or Tablet Application,Navigational Software on Laptop,Paper Charts,GPS Chart Plotter,,"Open CPN on the laptop, Navionics on the iPad",Yes,Navionics is around $50.00 depending on the area.,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,Yes,More,"Depends on the situation, depth of water, etc. Could be an adventure.",(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,2,Yes,New hardware,,
6152159221,153009003,04/12/2017 01:44:56 PM,04/12/2017 01:56:35 PM,63.235.186.20,Yes,"Savusavu, Fiji",Other (please specify),"all of the above, slowly exploring the Pacific",No,In the US half the year,Yes,Raymarine ST60,Yes,"Garmin, Standard Marine, Apple",Yes,Class B reciever only,Phone or Tablet Application,,,,,Navionics on an iPad,Yes,$50 per very large chart area,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,,,,,,,,,1,No,,,"About the best you're going to get aboard most recreational cruising sailboats, in terms of installed equipment for reading the seafloor, is a depthsounder."
6150627759,153009003,04/11/2017 02:06:38 PM,04/11/2017 02:17:20 PM,69.91.190.224,Yes,"Seattle, WA",Overnight trips,,Yes,,Yes,Garmin EchoMap 50s,Yes,Garmin EchoMap 50s,No,,,,,GPS Chart Plotter,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,It would depend on the situation.,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,,,,,,,,,1,Yes,Updated data for your local area,,
6142645120,153009003,04/04/2017 09:40:45 PM,04/04/2017 09:49:36 PM,73.68.26.174,Yes,Seabrook,An entire day,,No,,Yes,Garmin,Yes,,No,,,,,GPS Chart Plotter,,,No,,Yes,Yes,To actively participate with data collection (to viewÂ theÂ seafloor data being acquired on your phone/tablet or other unit),Automatic upload from smartphone or other unit,It would depend on the situation.,Yes,2 nm,,,,"(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,,Yes,Updated data for your local area,,
6136967536,153009003,03/30/2017 05:28:27 PM,04/09/2017 07:01:04 AM,73.167.117.89,Yes,"Burlington, VT",An entire day,,Yes,(Ice-free boating only),Yes,Furuno FE 585,Yes,iPad,No,,Phone or Tablet Application,Navigational Software on Laptop,,,,Nobeltec (laptop) Navionics (iPad),No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,Yes,Yes,5Â nm,,,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,2,Yes,New hardware,,
6136281742,153009003,03/30/2017 08:42:30 AM,03/30/2017 08:56:16 AM,75.166.62.221,Yes,Charlotte VT,Other (please specify),ranges from a few hours to overnite,No,May - November,Yes,Furuno NavNet system,Yes,Furuno Navnet,Yes,Class B,,Navigational Software on Laptop,,,,Nobeltec Trident on networked computers,No,,Yes,Yes,For the data collection to occur in the backgroud,Automatic upload from smartphone or other unit,It would depend on the situation.,Yes,,not sure so non-commital on this question,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive",,,,,2,No,,,
6135711813,153009003,03/29/2017 07:01:42 PM,03/29/2017 07:05:53 PM,173.196.225.2,Yes,"Kittery, Maine",A few hours,,Yes,,No,,No,,No,,Phone or Tablet Application,,Paper Charts,,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,1Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,3,Yes,New hardware,,
6135426283,153009003,03/29/2017 03:04:49 PM,03/29/2017 03:17:31 PM,50.35.82.162,Yes,"Kenmore, WA",Other (please specify),Currently no boat. Used to have one.,No,July-October,Yes,,Yes,Cell phone,No,,Phone or Tablet Application,,Paper Charts,,,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,5Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)",,,,,,,,,No,,,"The Cooperative Charting Program operated by NOAA in partnership with the U.S. Power Squadron, and the U.S. Coast Guard Auxiliary is already in place. Rather   than start yet another program with all its associated problems of organization and maintenance, I recommend you tap into these programs and use their existing proven networks to accomplish your goal. And don't forget the NOAA requirement to validate/qualify third-party data before use in nautical charting. Not a trivial consideration. Best to talk to these folks early on to benefit from their years of experience doing what you are describing.  Rather than re-invent the wheel improve it. Best of luck with your project!    Dennis Hill  NOAA Cartographer (retired)"
6135373061,153009003,03/29/2017 02:28:11 PM,03/29/2017 02:32:31 PM,132.177.103.226,Yes,"Dover, NH",A few hours,,No,Summer months,No,,Yes,,No,,Phone or Tablet Application,,,,,Hand held GPS,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,It would depend on the situation.,Yes,1Â nm,,,,,,"(5) The ability to gain and increase reputation: e.g. the better data you collect, the higher reputation score you receive",,"(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,,,No,,,
6127084014,154637159,03/22/2017 03:27:46 PM,03/22/2017 05:20:48 PM,50.203.24.192,Yes,"Deer Harbor, WA",An entire day,,No,,Yes,,Yes,,No,,,Navigational Software on Laptop,,,,,No,,Yes,Yes,For the data collection to occur in the backgroud,Automatic upload from smartphone or other unit,Yes,No,,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,,,,,No,,,
6126888873,154637159,03/22/2017 02:39:21 PM,03/22/2017 03:13:59 PM,50.203.24.192,Yes,"Bellingham, WA",A few hours,,No,May to October,No,,No,,No,,,,,,None of the Above,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Manual upload from smartphone or other unit,Yes,Yes,2 nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",,,,"(7) A game-like environmentÂ for data-collection, such as collecting ""virtual loot"" or discovering virtualÂ lands.",(8) Small monetary rewards for certain tasks,,2,Yes,New hardware,,Would want to make sure that there was some outside verification that data was more accurate than not.
6110728782,154040326,03/07/2017 09:20:52 PM,03/07/2017 09:24:48 PM,,Yes,"Greenport, NY",A few hours,,No,,No,,No,,No,,,,,,None of the Above,,No,,Yes,Yes,"Or, an option to switch between background collectionÂ and active participation",Automatic upload from smartphone or other unit,Yes,Yes,1Â nm,,(1) The chance to increase the knowledge of our local ports and harbors,"(2) Updated data, such as notification of changes in bottom depths, navigational hazards or habitat information (such as gridded seafloor maps)","(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,(8) Small monetary rewards for certain tasks,,3,Yes,Updated data for your local area,,
6110462899,154040326,03/07/2017 04:32:20 PM,03/07/2017 04:42:34 PM,,Yes,Woods hole,A few hours,,No,5-11,No,,,,,,Phone or Tablet Application,,,,,Navionics,No,,Yes,Yes,For the data collection to occur in the backgroud,Manual upload from smartphone or other unit,It would depend on the situation.,No,,,(1) The chance to increase the knowledge of our local ports and harbors,,"(3) A streamlined app that incorporates navigation, tidal data, as well as current navigational hazards",(4) A social network of mariners working together for science and safety of navigation,,,,,,3,Yes,Updated data for your local area,,
